Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072399,52.74,39.55,48,48,0,0,1,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072400,52.2,39.15,46,48,0,3,1,12,4,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072401,48.62,36.47,42,48,2,4,1,0,13,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,1,0,4,0,0,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072402,50,37.5,45,48,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,6,0,9,0,0,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,Blurry
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072404,50.83,38.12,46,48,0,0,3,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072405,49.71,37.28,44,48,0,0,1,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072406,56.02,42.01,54,48,0,0,2,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,Blurry
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072408,51.3,38.47,46,48,0,0,2,0,0,0,0,0,19,0,0,0,0,0,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072409,48.43,36.32,42,48,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072410,46.37,34.78,40,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,17,0,7,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072411,47.12,35.34,40,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,7,11,0,0,0,7,0,0,12,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072412,52.17,39.13,48,48,1,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072413,48.82,36.61,42,48,6,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,6,0,0,0,0,7,0,4,2,0,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072414,52.12,39.09,48,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,19,8,0,0,0,5,0,0,3,9,0,48,0,0,0,
Cable Beach (Blow Hole),8/7/2022,3,Claire Attridge,P8072415,51.61,38.7,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,7,2,0,9,0,3,0,0,0,6,0,48,0,0,0,
Second Beach South,8/5/2022,6.5,Claire Attridge,P8052275,51.78,38.84,48,48,0,3,0,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,5,0,0,0,0,0,48,0,0,0,
Second Beach South,8/5/2022,6.5,Claire Attridge,P8052277,53.65,40.23,48,48,0,0,1,13,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,22,0,0,0,0,0,48,0,0,0,
Second Beach South,8/5/2022,6.5,Claire Attridge,P8052278,68.54,51.41,80,48,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,48,0,0,0,
Second Beach South,8/5/2022,6.5,Claire Attridge,P8052279,50.52,37.89,46,48,0,10,0,17,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,48,0,0,0,
Second Beach South,8/5/2022,6.5,Claire Attridge,P8052280,57.53,43.14,58,48,0,7,0,12,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,14,0,0,0,0,0,48,0,0,0,
Second Beach South,8/5/2022,6.5,Claire Attridge,P8052281,50.96,38.22,46,48,1,5,5,5,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,4,0,0,0,0,0,48,2,0,0,
Second Beach South,8/5/2022,6.5,Claire Attridge,P8052282,50.98,38.24,46,48,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,48,0,0,0,
Second Beach South,8/5/2022,6.5,Claire Attridge,P8052283,49.9,37.43,44,48,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,1,27,0,0,0,0,0,48,0,0,0,
Second Beach South,8/5/2022,6.5,Claire Attridge,P8052284,51.69,39.77,45,48,2,6,4,7,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,2,0,0,10,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052837,50.86,38.15,45,48,0,16,0,13,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052838,46.68,35.01,40,48,0,11,0,18,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052839,51.48,38.61,48,48,0,9,0,16,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052840,60.9,45.68,64,48,0,11,1,8,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052841,44.86,33.64,38,48,0,14,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,5,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052842,51.44,38.58,46,48,0,15,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052843,50.3,37.73,45,48,0,13,2,12,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,3,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052844,49.14,36.85,42,48,0,21,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052845,61.26,45.95,64,48,0,12,1,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052846,44.28,33.21,35,48,0,17,2,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,1,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052847,47.49,35.62,40,48,0,12,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052848,45.74,34.3,38,48,0,14,1,5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052849,44.12,33.09,36,48,0,3,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052851,44.78,33.59,36,48,0,16,0,10,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052853,45.1,33.83,38,48,0,11,1,9,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,5,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052854,45.61,34.21,38,48,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,1,0,9,13,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052858,45,33.75,38,48,0,2,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,2,0,3,0,0,0,4,0,15,4,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052859,46.68,35.01,40,48,0,3,1,9,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,2,0,5,6,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052860,47.51,35.64,40,48,0,27,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,48,3,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052861,46.58,34.94,40,48,0,20,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,3,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052862,43.38,32.54,34,48,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,6,0,0,0,0,0,4,1,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052863,44.7,33.53,36,48,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,1,0,0,0,0,0,0,6,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052865,43.48,32.61,34,48,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052866,44.6,33.45,36,48,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Washer out of frame
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052870,43.03,32.27,34,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052872,42.34,31.76,34,48,2,0,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052875,45.11,33.83,38,48,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052877,43.75,32.82,34,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,6,0,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052878,35.38,26.53,22,48,0,1,2,0,1,0,0,0,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,0,12,1,0,0,0,0,48,0,0,0,
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Taylor Rock,9/5/2022,3.5,Claire Attridge,P9052880,44.13,33.09,36,48,0,0,1,0,3,0,1,0,0,0,0,0,0,26,0,0,0,3,4,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,48,0,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727095,52.19,39.14,48,48,1,1,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,12,2,0,0,0,0,48,0,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727096,48.86,36.64,44,48,0,3,1,3,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,48,0,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727097,48.31,36.24,42,48,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,6,0,0,0,0,0,48,1,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727098,48.41,36.31,42,48,0,0,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,48,0,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727099,44.66,33.5,36,48,0,0,2,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Blurry
Wizard Islet South,7/27/2022,3,Claire Attridge,P727101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,Overexposed
Wizard Islet South,7/27/2022,3,Claire Attridge,P727102,47.85,35.89,42,48,0,0,2,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727103,46.99,35.25,40,48,0,13,0,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,48,0,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727104,48.8,36.6,44,48,0,11,1,9,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,48,0,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727105,51.22,38.42,46,48,1,7,0,7,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,
Wizard Islet South,7/27/2022,3,Claire Attridge,P727106,50.86,38.15,48,48,0,9,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0,48,0,0,0,
